nr,nachname,vorname,ort,partei,titel,geschaeftsnummer,erstunterzeichner
210,Zimmermann,David,Braunau,SVP,"Interpellation von Ruedi Zbinden, Hanspeter Gantenbein und David Zimmermann vom 9. Juni 2010 'Zumutbare Asylunterkünfte'",08/IN 46/255,
,Kaufmann,Sybille,Frauenfeld,SP,Einfache Anfrage von Sybille Kaufmann vom 7. Juli 2010 'Verdingkinder im Kanton Thurgau',08/EA 64/273,
,Komposch,Cornelia,Herdern,SP,"Parlamentarische Initiative von Cornelia Komposch, Urs Martin, Klemenz Somm und Daniel Wittwer vom 1. September 2010 'Mitsprache des Grossen Rates bei Eigentümerstrategien von Kantonsbeteiligungen in mehrheitlichem Kantonsbesitz'",08/PI 3/283,
,Schönholzer,Walter,Neukirch an der Thur,FDP,Interpellation von Walter Schönholzer vom 15. September 2010 'Bewilligungspraxis zur Führung von Privatschulen',08/IN 49/289,
,Wälti,Bernhard,Freidorf,SP,Motion von Dr. Bernhard Wälti vom 27. Oktober 2010 'Abbau der Thurgauer Warteliste in der kostendeckenden Einspeisevergütung (KEV)',08/MO 37/294,
,Stuber,Martin,Ermatingen,SVP,"Interpellation von Martin Stuber vom 27. Oktober 2010 'Aufhebung der regionalen Untersuchungsgefängnisse (RUG) Arbon, Diessenhofen, Münchwilen, Steckborn und Weinfelden'",08/IN 50/295,
199,Lei,Hermann,Frauenfeld,SVP,Einfache Anfrage von Hermann Lei und David Zimmermann vom 24. November 2010 'Anwesenheit von illegal anwesenden Ausländern',08/EA 66/301,
,Martin,Urs,Romanshorn,SVP,Einfache Anfrage von Hermann Lei und Urs Martin vom 22. Dezember 2010 'Umsetzung direkt anwendbarer Bestimmungen der Ausschaffungsinitiative in der Bundesverfassung durch den Kanton Thurgau',08/EA 68/307,
,Wälti,Bernhard,Freidorf,SP,Motion von Edith Wohlfender und Bernhard Wälti vom 16. März 2011 'Ergänzungsleistungen für einkommensschwache Familien',08/MO 41/321,
,Martin,Urs,Romanshorn,SVP,Motion von Urs Martin und Moritz Tanner vom 30. März 2011 'Standesinitiative gegen EU-Agrarfreihandel im Rahmen der Bilateralen III',08/MO 44/330,
,Böhni,Thomas,Frauenfeld,GLP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Thomas Böhni vom 30. März 2011 'Konzept für einen Thurgauer Strommix ohne Atom',08/AN 16/331,
,Kern,Barbara,Kreuzlingen,SP,Motion von Dr. Bernhard Wälti und Barbara Kern vom 11. Mai 2011 'Eine Zukunft mit den Erneuerbaren',08/MO 47/353,
,Herzog,Verena,Frauenfeld,SVP,"Motion von Hanspeter Gantenbein, Werner Indergand und Verena Herzog vom 29. Juni 2011 'Sicherstellung der Mundartsprache im Kindergarten'",08/MO 49/365,
,Martin,Urs,Romanshorn,SVP,Einfache Anfrage von Urs Martin vom 29. Juni 2011 'Freie Zuwanderung: Auswirkungen auf den Kanton Thurgau',08/EA 84/368,
,Wohlfender,Edith,Kreuzlingen,SP,Interpellation von Edith Wohlfender vom 26. Oktober 2011 'Sicherstellung der ambulanten Grundversorgung bei Neugeborenen und Müttern',08/IN 58/383,
,Nägeli,Richard,Frauenfeld,FDP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Carmen Haag, Richard Nägeli und Stephan Tobler vom 23. November 2011 'Überprüfung des Leistungskataloges der kantonalen Verwaltung'",08/AN 18/391,
,Gemperle,Josef,Fischingen,CVP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Josef Gemperle vom 23. November 2011 'Bericht 'Stromnetze Thurgau'',08/AN 19/392,
,Martin,Urs,Romanshorn,SVP,Einfache Anfrage von Urs Martin vom 21. Dezember 2011 'EKT: Zivilrechtliche Verantwortlichkeit des Verwaltungsrates wirklich umfassend abgeklärt?',08/EA 91/401,
,Gubser,Peter,Arbon,SP,Einfache Anfrage von Peter Gubser vom 21. Dezember 2011 'Zur Nomination eines Axpo-Verwaltungsrates',08/EA 92/402,
,Kappeler,Toni,Münchwilen,GP,Motion von Toni Kappeler vom 14. März 2012 'Uferparzellen in die öffentliche Hand',08/MO 55/413,
,Schönholzer,Walter,Neukirch,FDP,"Motion von Elsbeth Aepli Stettler, Christian Koch, Marlies Näf, Walter Schönholzer und Silvia Schwyter vom 28. März 2012 'Öffnung des Zugangs zum Grossen Rat'",08/MO 56/422,
207,Vetterli,Daniel,Rheinklingen,SVP,Einfache Anfrage von Daniel Vetterli vom 28. März 2012 'Erreichbarkeit der kantonalen Angestellten',08/EA 99/426,
,Grau,Heidi,Zihlschlacht,FDP,Einfache Anfrage von Heidi Grau vom 25. April 2012 'Erneuter Ausfall der Serversysteme des Amtes für Informatik',08/EA 100/429,
,Schmid,Luzi,Arbon,CVP,Einfache Anfrage von Luzi Schmid vom 25. April 2012 'ekt-Geschäftssitzwechsel',08/EA 104/433,
,Schnyder,Fabienne,Zuben,SVP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Fabienne Schnyder und Cornelia Komposch vom 25. April 2012 'Konzept betreffend eine Strategie zur differenzierten und nachhaltigen Stärkung und Entwicklung von Dörfern und Weilern',08/AN 20/436,
,Wohlfender,Edith,Kreuzlingen,SP,"Motion von Edith Wohlfender, Elsbeth Aepli Stettler, Regula Streckeisen, Brigitta Hartmann und Robert Meyer vom 9. Mai 2012 'Änderung Rückerstattungsansprüche für Sozialhilfebeiträge von Familien'",08/MO 59/441,
,Aepli Stettler,Elsbeth,Frauenfeld,CVP,"Motion von Edith Wohlfender, Elsbeth Aepli Stettler, Regula Streckeisen, Brigitta Hartmann und Robert Meyer vom 9. Mai 2012 'Änderung Rückerstattungsansprüche für Sozialhilfebeiträge von Familien'",08/MO 59/441,
,Gubser,Peter,Arbon,SP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Roland A. Huber, Peter Gubser, Christa Kaufmann und Urs Schrepfer vom 12. September 2012 'Einführung einer ständigen Bildungskommission'",12/MO 3/48,
,Huber,Roland A.,Frauenfeld,BDP,Einfache Anfrage von Roland A. Huber vom 12. September 2012 'Rektorenlohn für Lehrerjob am BZT?',12/EA 10/49,
,Martin,Urs,Romanshorn,SVP,Einfache Anfrage von Urs Martin vom 1. Oktober 2012 'Hängige Verfahren bei der Thurgauer Staatsanwaltschaft',12/EA 11/54,
,Kappeler,Toni,Münchwilen,GP,Motion von Toni Kappeler und Klemenz Somm vom 5. Dezember 2012 'Minergie wird Standard bei Neubauten',12/MO 6/67,
,Somm,Klemenz,Kreuzlingen,GLP,Motion von Toni Kappeler und Klemenz Somm vom 5. Dezember 2012 'Minergie wird Standard bei Neubauten',12/MO 6/67,
212,Wirth,Andreas,Frauenfeld,SVP,Motion von Andreas Wirth und Urs Schrepfer vom 05. Dezember 2012 'Einführung von Jokertagen an Thurgauer Volksschulen',12/MO 7/68,
,Herzog,Verena,Frauenfeld,SVP,"Einfache Anfrage von Verena Herzog, Hanspeter Gantenbein und Andrea Vonlanthen vom 19. Dezember 2012 'Konsequenzen für die weitere Schulentwicklung und die Ausbildung an der Pädagogischen Hochschule Thurgau im Bereich Basisstufe'",12/EA 18/73,
,Beerli,Urs Peter,Märstetten,EVP,"Motion von Josef Gemperle, Ueli Oswald, Andreas Guhl, Cornelia Komposch, Toni Kappeler, Jürg Wiesli und Urs Peter Beerli vom 19. Dezember 2012 'Gesetz zur Nutzung des tiefen Untergrundes'",12/MO 8/74,
,Egger,Kurt,Eschlikon,GP,Einfache Anfrage von Kurt Egger und Roman Giuliani vom 9. Januar 2013 'Übertragung Spitalbauten',12/EA 21/79,
,Schrepfer,Urs,Busswil,SVP,"Motion von Verena Herzog, Hanspeter Gantenbein, Urs Schrepfer, Katharina Winiger, Daniel Wittwer und Hans Feuz vom 13. Februar 2013 'Französisch erst auf der Sekundarstufe'",12/MO 13/85,
,Grunder,Hans-Peter,Fruthwilen,BDP,"Motion von Regula Streckeisen, Kurt Baumann, David H. Bon, Josef Gemperle, Hans-Peter Grunder, Robert Meyer, Katharina Winiger und Daniel Wittwer vom 13. März 2013 'Standesinitiative zur Ergänzung von Art. 25a des KVG betreffend die Pflegefinanzierung'",12/MO 14/94,
,Kern,Barbara,Kreuzlingen,SP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Toni Kappeler und Barbara Kern vom 8. Mai 2013 'Thurgauer Langsamverkehr',12/AN 2/125,
,Vonlanthen,Andrea,Arbon,SVP,"Interpellation von Urs Schrepfer, Andrea Vonlanthen und Hanspeter Gantenbein vom 12. Juni 2013 'Schule Thurgau - Quo vadis?'",12/IN 10/137,
,Gantenbein,Hanspeter,Wuppenau,SVP,"Interpellation von Urs Schrepfer, Andrea Vonlanthen und Hanspeter Gantenbein vom 12. Juni 2013 'Schule Thurgau - Quo vadis?'",12/IN 10/137,
,Erni,Kathrin,Wäldi,GP,Motion von Kathrin Erni vom 26. Juni 2013 'Neuorganisation der Schlichtungsbehörden',12/MO 18/143,
,Grau,Heidi,Zihlschlacht,FDP,Motion von Heidi Grau und David Zimmermann vom 26. Juni 2013 'Hinweisinventare ohne Verbindlichkeit',12/MO 19/144,
210,Zimmermann,David,Braunau,SVP,Motion von Heidi Grau und David Zimmermann vom 26. Juni 2013 'Hinweisinventare ohne Verbindlichkeit',12/MO 19/144,
199,Lei,Hermann,Frauenfeld,SVP,Einfache Anfrage von Hermann Lei vom 11. September 2013 'Carlos im Thurgau?',12/EA 56/164,
,Kaufmann,Christa,Bichelsee,CVP,"Einfache Anfrage von Christa Kaufmann, Ruedi Bartel, Josef Gemperle und Willy Nägeli vom 20. November 2013 'Vergabepraxis von Pflegebetten im Thurgau'",12/EA 63/183,
,Martin,Urs,Romanshorn,SVP,Einfache Anfrage von Urs Martin vom 20. November 2013 'Kompetenzen des Regierungsrates bei der Vergabe von Lotteriegeldern',12/EA 66/186,
,Martin,Urs,Romanshorn,SVP,"Parlamentarische Initiative von Stefan Geiges, Sonja Wiesmann, Urs Martin und Ruedi Heim vom 4. Dezember 2013 'Öffentliches Beschaffungswesen muss volkswirtschaftliche Effekte stärker berücksichtigen'",12/PI 2/195,
,Heim,Ruedi,Aadorf,CVP,"Parlamentarische Initiative von Stefan Geiges, Sonja Wiesmann, Urs Martin und Ruedi Heim vom 4. Dezember 2013 'Öffentliches Beschaffungswesen muss volkswirtschaftliche Effekte stärker berücksichtigen'",12/PI 2/195,
,Gubser,Peter,Arbon,SP,Einfache Anfrage von Peter Gubser vom 18. Dezember 2013 'Verbot von Laserpointern',12/EA 71/198,
,Kuhn,Esther,Mammern,GLP,"Motion von Esther Kuhn, Hans Peter Grunder, Gallus Müller, Peter Dransfeld, Hermann Lei und Kurt Egger vom 22. Januar 2014 'Ergänzung des Gesetzes über die Gebäudeversicherung'",12/MO 23/201,
207,Vetterli,Daniel,Rheinklingen,SVP,"Motion von Andrea Vonlanthen, Daniel Vetterli und Urs Martin vom 26. Februar 2014 'Stärkung der parlamentarischen Mitsprache beim Erlass von Lehrplänen im Kanton Thurgau'",12/MO 28/222,
,Hug,Patrick,Arbon,CVP,Interpellation von Andrea Vonlanthen und Patrick Hug vom 26. Februar 2014 'Unzufriedenheit mit der Thurgauer Zeitung',12/IN 17/224,
,Zahnd,Robert,Frauenfeld,SVP,Einfache Anfrage von Robert Zahnd vom 23. April 2014 'Entsorgung von Rostasche von Schnitzelholzheizungen',12/EA 92/256,
,Somm,Klemenz,Kreuzlingen,GLP,"Motion von Hans Feuz, Klemenz Somm, Ulrich Müller und Marianne Raschle vom 7. Mai 2014 'Zeitgemässe Kinderzulagen'",12/MO 29/263,
,Heim,Ruedi,Aadorf,CVP,Einfache Anfrage von Ruedi Heim vom 13. August 2014 'Holzernte sinkt im Thurgau überdeutlich - was macht der Thurgauer Regierungsrat?',12/EA 98/277,
,Müller,Ulrich,Weinfelden,CVP,Einfache Anfrage von Ulrich Müller vom 27. August 2014 'Französisch erst auf der Sekundarstufe',12/EA 102/282,
,Gemperle,Josef,Fischingen,CVP,"Interpellation von Edith Wohlfender, Josef Gemperle und Christa Kaufmann vom 29. September 2014 'Versorgungssicherheit in der stationären Langzeitpflege'",12/IN 28/290,
,Nägeli,Willy,Oberwangen,SVP,Einfache Anfrage von David Blatter und Willy Nägeli vom 29. September 2014 'Auswirkungen der im Raum stehenden Solarstrominitiativen in verschiedenen Gemeinden und Städten auf die Thurgauer Netze',12/EA 103/291,
,Fisch,Ueli,Ottoberg,GLP,"Motion von Ueli Fisch, Josef Gemperle, Josef Brägger, Peter Dransfeld, Hanspeter Grunder und Paul Koch vom 22. Oktober 2014 'Nachhaltige öffentliche Beschaffung'",12/MO 31/304,
,Gemperle,Josef,Fischingen,CVP,"Motion von Ueli Fisch, Josef Gemperle, Josef Brägger, Peter Dransfeld, Hanspeter Grunder und Paul Koch vom 22. Oktober 2014 'Nachhaltige öffentliche Beschaffung'",12/MO 31/304,
199,Lei,Hermann,Frauenfeld,SVP,Einfache Anfrage von Hermann Lei und Urs Martin vom 5. November 2014 'HarmoS-Vorbehalte an die EDK?',12/EA 114/311,
,Limoncelli,Ralph,Frauenfeld,CVP,"Interpellation von Kurt Baumann, Ralph Limoncelli, Beat Pretali und Martin Salvisberg 'Verordnung des Regierungsrates zum Einführungsgesetz zur Bundesgesetzgebung über den Zivilschutz'",12/IN 30/323,
,Schnyder,Fabienne,Zuben,SVP,"Interpellation von Hanspeter Gantenbein, Fabienne Schnyder und Fritz Zweifel vom 7. Januar 2015 'Verursachergerechter Unterhalt von Gemeindestrassen'",12/IN 31/325,
,Wittwer,Daniel,Sitterdorf,EDU,"Einfache Anfrage von Daniel Wittwer vom 7. Januar 2015 'Administrative, personelle und finanzielle Auswirkungen beim Kanton bei Annahme der Erbschaftssteuer-Initiative'",12/EA 123/326,
,Vonlanthen,Andrea,Arbon,SVP,"Einfache Anfrage von Patrick Hug, Didi Feuerle, Felix Heller und Andrea Vonlanthen vom 25. Februar 2015 'Gerechtere Verteilung der Sozialhilfelasten'",12/EA 125/328,
199,Lei,Hermann,Frauenfeld,SVP,"Motion von Hanspeter Gantenbein, Hermann Lei und Daniel Vetterli vom 25. Februar 2015 'KESB im Thurgau'",12/MO 32/333,
264,Leuthold,Stefan,Frauenfeld,GLP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Stefan Leuthold vom 25. März 2015 'Power-to-Gas: Innovative Speicherlösung für Ökostrom',12/AN 10/349,
,Gubser,Peter,Arbon,SP,Einfache Anfrage von Peter Gubser vom 22. April 2015 'Internetbenützung in der Verwaltung',12/EA 129/363,
,Wohlfender,Edith,Kreuzlingen,SP,Einfache Anfrage von Peter Dransfeld und Edith Wohlfender vom 6. Mai 2015 'Kauf von Lastwagen für Wäscherei Bodensee AG',12/EA 130/368,
,Feuerle,Dieter,Stachen,GP,Einfache Anfrage von Joe Brägger und Didi Feuerle vom 9. September 2015 'Durchsetzung Tempo-30-Zonen',12/EA 142/391,
,Marty,Walter,Siegershausen,SVP,"Interpellation von Hanspeter Gantenbein und Walter Marty vom 9. September 2015 'Beibehaltung der bestehenden Weilerzonen im Kanton Thurgau', mit Antrag auf Dringlichkeit",12/IN 41/398,
,Grunder,Hans Peter,Fruthwilen,BDP,Einfache Anfrage von Hans Peter Grunder vom 21. Oktober 2015 'Parkplätze bei Autobahneinfahrten für Fahrgemeinschaften bei Pendlern',12/EA 154/406,
,Guhl,Andreas,Oppikon,BDP,"Motion von Bruno Lüscher, Gallus Müller, Andreas Guhl, Martin Salvisberg und Sonja Wiesmann vom 18. November 2015 'Liberalisierung des Kaminfegerdienstes'",12/MO 40/413,
,Guhl,Andreas,Oppikon,BDP,Einfache Anfrage von Markus Berner und Andreas Guhl vom 27. Januar 2016 'Änderung der Sicherheitslage',12/EA 161/433,
290,Rickenbach,Elisabeth,Thundorf,EVP,Einfache Anfrage von Elisabeth Rickenbach vom 27. Januar 2016 'Weniger Fachpersonal für die Pflege - 'Gefährliche Pflege ein Zukunftsszenario in den Pflegeheimen?'',12/EA 164/436,
,Trachsel,Hans,Amriswil,EDU,Einfache Anfrage von Hans Trachsel vom 27. Januar 2016 'Religionsfreiheit und Integration in Flüchtlingszentren',12/EA 166/438,
,Huber,Roland A.,Frauenfeld,BDP,Einfache Anfrage von Roland A. Huber vom 24. Februar 2016 'Massnahmen für Erwerbslose 55+',12/EA 169/443,
297,Schär,Urs,Eggethof,SVP,"Einfache Anfrage von Urs Schär vom 24. Februar 2016 'Streptomycin, what else? (Was sonst?)'",12/EA 170/444,
,Kappeler,Toni,Münchwilen,GP,"Motion von Toni Kappeler, Andreas Guhl, Klemenz Somm und Daniel Vetterli vom 9. März 2016 'Standesinitiative Gentechfreie Schweizer Landwirtschaft'",12/MO 43/450,
291,Eugster,Daniel,Freidorf,FDP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Daniel Eugster vom 23. März 2016 'Elektromobilität im Thurgau',12/AN 11/457,
,Lagler,Reto,Ermatingen,CVP,"Interpellation von Markus Berner, Peter Dransfeld, Toni Kappeler und Reto Lagler vom 23. März 2016 'Lehrerberuf zwischen Traumberuf und Pflichterfüllung'",12/IN 48/458,
,Tanner,Moritz,Winden,SVP,Interpellation von Moritz Tanner vom 4. Mai 2016 'Wie weiter mit dem Milchviehstall Arenenberg',12/IN 50/492,
,Kern,Barbara,Kreuzlingen,SP,Motion von Barbara Kern und Alex Granato vom 24. April 2019 'Gesetz zu kantonalen Ergänzungsleistungen für Familien ohne existenzsicherndes Einkommen',16/MO 35/352,
,Schmid,Luzi,Arbon,CVP,Einfache Anfrage Luzi Schmid zum Bildungszentrum Arbon,08/EA 1/17,
,Wälti,Bernhard,Freidorf,SP,Interpellation von Dr. Bernhard Wälti und Daniel Badraun vom 2. Juli 2008 'Energiepolitik',08/IN 6/28,
,Ritzi,Ernst,Sulgen,GP,Interpellation von Dr. Berhnard Wälti und Ernst Ritzi vom 2. Juli 2008 'Mehr Transparenz bei Parteispenden',08/IN 7/29,
,Iseli,Maya,Romanshorn,GP,Einfache Anfrage Maya Iseli betreffend Hasenjagd im Thurgau,08/EA 4/36,
,Iseli,Maya,Romanshorn,GP,"Interpellation von Maya Iseli vom 29. September 2008 'Zwangsrodungen von Hochstamm-Obstbäumen', mit Antrag auf Dringlichkeit",08/IN 12/47,
,Altwegg,Hansjürg,Sulgen,SVP,Interpellation von Hansjürg Altwegg vom 5. November 2008 'Agrarfreihandelsabkommen mit der EU - Auswirkungen auf den Kanton Thurgau',08/IN 17/60,
,Lang,Hansjörg,Mammern,FDP,Interpellation von Dr. Hansjörg Lang vom 19. November 2008 'Stärkung der Grundversorger',08/IN 18/63,
,Iseli,Maya,Romanshorn,GP,Einfache Anfrage Maya Iseli betreffend Kürzungen der Direktzahlungen ber Verstössen gegen das Tierschutzgesetz,08/EA 17/72,
,Somm,Klemenz,Kreuzlingen,GP,"Parlamentarische Initiative der Grünen Fraktion, vertreten durch Klemenz Somm, vom 11. Februar 2009 'Besteuerung nach Aufwand (Pauschalbesteuerung)'",08/PI 2/82,
,Häni,Guido,Dettighofen,SVP,Einfache Anfrage von Guido Häni vom 11. März 2009 'Oeko - Qualitätsverordnung versus erfolgreiche Feuerbrandbekämpfung',08/EA 31/100,
,Böhni,Thomas,Frauenfeld,GLP,Einfache Anfrage von Thomas Böhni vom 17. Juni 2009 'Schaffung von Praktikantenplätzen für hochqualifizierte Studienabgänger unter Einsatz von finanzieller Unterstützung der Unternehmen',08/EA 40/136,
,Kappeler,Toni,Münchwilen,GP,Einfache Anfrage von Toni Kappeler vom 17. Juni 2009 'Entsorgung tierischer Nebenprodukte: Freier Markt oder staatlicher Protektionismus?',08/EA 42/138,
114,Tobler,Stephan,Neukirch (Egnach),SVP,Einfache Anfrage von Stephan Tobler vom 9. September 2009 'Befehl für das Durchimpfen der Bevölkerung',08/EA 48/156,
,Weibel,Willy,Balterswil,CVP,"Motion von Armin Eugster, Markus Frei, Robert Meyer und Willy Weibel vom 21. Oktober 2009 'Vereinheitlichung der Einbürgerungskriterien auf Gemeindeebene'",08/MO 21/164,
,Senn,Norbert,Romanshorn,CVP,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Stephan Tobler, Martin Klöti, Norbert Senn und Silvia Schwyter vom 21. Oktober 2009 'Anpassung des Bestandes der Kantonspolizei'",08/AN 7/166,
,Wälti,Bernhard,Freidorf,SP,Einfache Anfrage von Dr. Bernhard Wälti vom 21. Oktober 2009 'Rettungswesen im Oberthurgau',08/EA 51/167,
,Binswanger,Andreas,Tägerwilen,SVP,Einfache Anfrage von Andreas Binswanger vom 4. November 2009 'Nutzung des Potentials biogener Abfallstoffe und Hofdünger im Kanton Thurgau',08/EA 52/170,
,Oberholzer,Susanne,Frauenfeld,SP,"Motion von Dr. Bernhard Wälti, Susanne Oberholzer, Isabella Stäheli, Dr. Marlies Näf, Norbert Senn, August Krucker und Daniel Wittwer vom 2. Dezember 2009 'Einreichung einer Standesinitiative betreffend Grundversorger'",08/MO 26/175,
,Schütz,Peter,Wigoltingen,FDP,Einfache Anfrage von Peter Schütz vom 2. Dezember 2009 'Passbilder und Fotohandel',08/EA 53/177,
,Hugentobler,Walter,Matzingen,SP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Dr. Bernhard Wälti und Walter Hugentobler vom 13. Januar 2010 'Erarbeitung eines Berichtes 'Überregionale Einheitskrankenkasse'',08/AN 11/186,
,Bruggmann,Renate,Kradolf,SP,Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Dr. Bernhard Wälti und Renate Bruggmann vom 13. Januar 2010 'Ausarbeitung eines Armutsberichts',08/AN 12/187,
,Zahnd,Vico,St. Margarethen,SVP,Motion von Vico Zahnd vom 17. Februar 2010 'Freiwillige Kirchensteuer für juristische Personen',08/MO 28/197,
,Klöti,Martin,Arbon,FDP,"Motion von Roland Kuttruff, Kurt Baumann, Silvia Schwyter, Martin Klöti, Turi Schallenberg und Daniel Wittwer vom 3. März 2010 'Umsetzungstermin des Auszahlungsmodus der Prämienverbilligung'",08/MO 29/205,
,Müller,Ulrich,Weinfelden,CVP,Interpellation von Dr. Ulrich Müller vom 31. März 2010 'Outlet-Center und Gesetz über die Ladenöffnungszeiten',08/IN 39/219,
,Schwyter,Silvia,Sommeri,GP,Einfache Anfrage von Silvia Schwyter und Maya Iseli vom 21. April 2010 'Tierhalteverbote',08/EA 60/228,
,Wiesmann Schätzle,Sonja,Sirnach,,Interpellation von Christa Thorner und Sonja Wiesmann Schätzle vom 5. Mai 2010 'Beseitigung jeder Form von Diskriminierung der Frau',08/IN 44/244,
209,Zbinden,Ruedi,Mettlen,SVP,"Interpellation von Ruedi Zbinden, Hanspeter Gantenbein und David Zimmermann vom 9. Juni 2010 'Zumutbare Asylunterkünfte'",08/IN 46/255,
,Böhni,Thomas,Frauenfeld,GLP,Einfache Anfrage von Thomas Böhni vom 9. Juni 2010 'Haftungsrisiko des Kantons Thurgau bei einem eventuellen AKW-Schadensfall oder bei der Atomzwischenlagerung und/oder -endlagerung',08/EA 63/260,
