datum_geschaeft_eingang,datum_geschaeft_abschluss,geschaeftsnummer,grg_nummer,geschaftstitel,geschaftsart,kennung,sachbegriff_grgeko_1,sachbegriff_grgeko_2,sachbegriff_grgeko_3,status,departement,anzahl_erstunterzeichnende,anzahl_mitunterzeichnende,total_unterzeichnende,bemerkungen
2019-07-03,2020-08-12,16/MO 39/397,397,"Motion von Pascal Schmid vom 3. Juli 2019 ""Straffreie Meldungen an die Polizei bei Gefährdungsverdacht""",Motion,,Polizeikorps / interkantonale Zusammenarbeit,,,Abgeschlossen,Departement für Justiz und Sicherheit,1,56,57,
2019-08-28,2020-10-21,16/MO 41/408,408,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates von Guido Grütter und Daniel Eugster vom 28. August 2019 ""Erweiterung der Raumplanungskommission mit Umwelt, Verkehr und Energie zur RUVEK""",Motion,,"Raumplanung, Richtpläne",,,Abgeschlossen,Grosser Rat,2,61,63,
2019-08-28,2019-11-06,16/EA 136/410,410,"Einfache Anfrage von David H. Bon, Viktor Gschwend, Brigitte Kaufmann und Daniel Eugster vom 28. August 2019 ""Ist der Standort der Polizeischule Ostschweiz im Oberthurgau gefährdet?""",Einfache Anfrage,,"Militärwesen, Beförderungen, Schiesswesen",,,Abgeschlossen,Departement für Justiz und Sicherheit,4,,,
2019-09-30,2019-10-23,16/WA 83/412,412,Amtsgelübde von Kantonsrätin Judith Ricklin,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2019-10-23,2019-10-23,16/EB 14/413,413,Kantonsbürgerrechtsgesuche per 23. Oktober 2019,Einbürgerungsgesuch,,"Bürgerrecht, Ein- und Ausbürgerungen, Taxen",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2019-09-11,2019-11-20,16/EA 139/417,417,"Einfache Anfrage von Turi Schallenberg vom 11. September 2019 ""RAV Deutschkurse nicht mehr im Thurgau""",Einfache Anfrage,,"Arbeitsmarkt, Wirtschaftsförderung",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,1,,,
2019-10-23,2020-02-26,16/MO 43/425,425,"Motion von Marianne Sax, Christine Steiger und Mathis Müller vom 23. Oktober 2019 ""Das grosse Sterben der Insekten""",Motion,,"Agrarpolitische Massnahmen, bäuerliches Bodenrecht",,,Abgeschlossen,Departement für Bau und Umwelt,3,,,
2019-11-06,2020-01-08,16/EA 143/433,433,"Einfache Anfrage von Toni Kappeler vom 6. November 2019 ""Baupolizei: Recht oder Faustrecht?""",Einfache Anfrage,,"Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2019-11-20,2020-08-26,16/MO 44/434,434,"Motion von Nina Schläfli, Sonja Wiesmann und Marina Bruggmann vom 20. November 2019 ""Keine Kinder auf der Schwarzen Liste: medizinische Leistungen für alle Kinder!""",Motion,,"Kranken- und Unfallversicherung, Vereinbarungen",,,Abgeschlossen,Departement für Finanzen und Soziales,3,46,49,
2019-11-20,2021-01-13,16/IN 53/437,437,"Interpellation von Anders Stokholm, Barbara Dätwyler, Stefan Leuthold, Christoph Regli, Gina Rüetschi, Andreas Wirth und Christian Mader vom 20. November 2019 ""Hochschulstandort für die Fachhochschule Ost in Frauenfeld""",Interpellation,,"Hochschulen: Universitäten, Technika, Höhere Fachschule",,,Abgeschlossen,Departement für Erziehung und Kultur,7,59,66,
2019-12-18,2020-01-22,16/WA 85/442,442,Wahl des Präsidiums und der Mitglieder des Bankrates der Thurgauer Kantonalbank für die Amtsdauer 2020 - 2024,Wahlgeschäft,,"TKB, Bankenaufsicht",,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2019-12-04,2020-12-16,16/AN 17/443,443,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Cornelia Hasler, Guido Grütter und Reto Ammann vom 4. Dezember 2019 ""Anschub in die Digitalisierung - eine Investition in den künftigen Wohlstand""",Antrag nach § 52 bzw. § 46 der Geschäftsordnung,,"Gebiet, Organisation, Reglemente, Verwaltung",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,3,48,51,
2019-12-04,2020-02-12,16/EA 149/447,447,"Einfache Anfrage von Jürg Wiesli vom 4. Dezember 2019 ""Gefährliche Kreuzung bei der Gemeinde Sommeri - Immer wieder schwere Unfälle""",Einfache Anfrage,,"Strassenverkehr, öffentlicher Verkehr auf Strassen",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2019-12-18,2020-06-17,16/BS 43/449,449,Beschluss des Grossen Rates über das Kreditbegehren für den Neubau einer Schulsport-Turnhalle am Bildungszentrum für Technik in Frauenfeld,Beschluss,,Grosser Rat,,,Abgeschlossen,Departement für Bau und Umwelt,,,,
2020-01-22,2020-01-22,16/WA 90/454,454,Wahl des Präsidiums und der Mitglieder des Zwangsmassnahmengerichtes für die Amtsdauer 2020-2024,Wahlgeschäft,,"Richterliche Behörden, Anwaltswesen",,,Abgeschlossen,Grosser Rat,,,,
2020-01-22,2020-01-22,16/WA 91/455,455,"Wahl des Präsidiums, der Mitglieder und der Ersatzmitglieder der Rekurskommission in Anwaltssachen für die Amtsdauer 2020-2024",Wahlgeschäft,,"Richterliche Behörden, Anwaltswesen",,,Abgeschlossen,Grosser Rat,,,,
2020-01-22,2020-01-22,16/WA 92/456,456,Wahl des Generalstaatsanwaltes für die Amtsdauer 2020-2024,Wahlgeschäft,,"Richterliche Behörden, Anwaltswesen",,,Abgeschlossen,Grosser Rat,,,,
2020-01-22,2020-01-22,16/WA 93/457,457,Wahl der Mitglieder des Verwaltungsrates der Gebäudeversicherung Thurgau für die Amtsdauer 2020-2024,Wahlgeschäft,,"TGV, Feuerversicherung",,,Abgeschlossen,Grosser Rat,,,,
2020-01-22,2020-01-22,16/WA 94/458,458,Amtsgelübde von Kantonsrat Bernhard Braun,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-01-08,2021-03-24,16/GE 29/459,459,Gesetz betreffend die Änderung des Gesetzes über die Verantwortlichkeit (Verantwortlichkeitsgesetz),Gesetz,,,,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2020-01-08,2021-03-24,16/GE 31/459,459,Gesetz betreffend die Änderung des Gesetzes über die Zivil- und Strafrechtspflege (ZSRG),Gesetz,,,,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2020-01-08,2021-03-24,16/VO 4/459,459,Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafverfolgungs- und Gerichtsbehörden (VGG),Verordnung,,"Richterliche Behörden, Anwaltswesen",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2019-12-18,2020-02-26,16/EA 150/460,460,"Einfache Anfrage von Hanspeter Heeb vom 18. Dezember 2019 ""Schweigeklausel bei Entlassung und Öffentlichkeitsprinzip""",Einfache Anfrage,,Staatspersonal: generelle Fragen,,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,1,,,
2020-02-12,2020-02-12,16/EB 15/462,462,Kantonsbürgerrechtsgesuche per 12. Februar 2020,Einbürgerungsgesuch,,"Bürgerrecht, Ein- und Ausbürgerungen, Taxen",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2020-01-08,2020-03-11,16/EA 151/464,464,"Einfache Anfrage von Peter Bühler vom 8. Januar 2020 ""Waldunterstände für schulische Zwecke - verbieten oder fördern?""",Einfache Anfrage,,Forstwesen,,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2020-01-08,2020-03-11,16/EA 152/465,465,"Einfache Anfrage von Paul Koch vom 8. Januar 2020 ""Unnötige Kosten bei Mietobjekten für Polizei und Staatsanwaltschaft?""",Einfache Anfrage,,"Miete, Pacht, Arbeitsvertrag, Handelsregister",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2020-01-08,2020-03-11,16/EA 155/468,468,"Einfache Anfrage von Andrea Vonlanthen und Hermann Lei vom 8. Januar 2020 ""Jokertage und religiöse Feiertage""",Einfache Anfrage,,"Unterrichtswesen, Lehrerorganisation und -fortbildung",,,Abgeschlossen,Departement für Erziehung und Kultur,2,,,
2020-01-22,2020-08-12,16/LM 3/469,469,"Leistungsmotion von Toni Kappeler, Stefan Leuthold und Josef Gemperle vom 22. Januar 2020 ""Risikogarantie für eine Pilot-Windenergieanlage""",Leistungsmotion,,"Andere Energien: Gas, Fernwärme, Solarenergie etc.",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,3,42,45,
2020-02-26,2021-06-09,16/IN 56/485,485,"Interpellation von Max Brunner vom 26. Februar 2020 ""Pflegefinanzierung statt Konkurs""",Interpellation,,"Fürsorge, Massnahmen, Kinderheime, Heimaufsicht",,,Abgeschlossen,Departement für Finanzen und Soziales,1,73,74,
2020-02-26,2020-05-06,16/IN 57/486,486,"Interpellation von Pascal Schmid, Ruedi Zbinden, David H. Bon und Peter Schenk vom 26. Februar 2020 ""Vorpreschen des Kantons bei Weilern - wo bleiben Rechtssicherheit, Vertrauensschutz und Eigentumsgarantie?""",Interpellation,,"Natur-, Pflanzen-, Tierschutz",,,Abgeschlossen,Departement für Bau und Umwelt,4,57,61,
2020-02-26,2020-05-06,16/EA 169/487,487,"Einfache Anfrage von René Gubler vom 26. Februar 2020 ""Entwicklung der zugewanderten Erwerbstätigen""",Einfache Anfrage,,"Arbeitsmarkt, Wirtschaftsförderung",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,1,,,
2020-02-26,2020-05-06,16/EA 170/488,488,"Einfache Anfrage von Doris Günter, Corinna Pasche, Didi Feuerle, Peter Schenk, Andrea Vonlanthen, Elisabeth Rickenbach, Elina Müller und Cornelia Zecchinel vom 26. Februar 2020 ""Menschenhandel und Ausbeutung - wo steht der Kanton Thurgau?""",Einfache Anfrage,,"StGB, EG/StGB, Verwaltungsstrafrecht",,,Abgeschlossen,Departement für Justiz und Sicherheit,8,,,
2020-02-26,2020-05-06,16/EA 173/491,491,"Einfache Anfrage von Daniel Vetterli und Egon Scherrer vom 26. Februar 2020 ""Swiss future Farm: Chance für die Landwirtschaft der Zukunft oder Kantonsgeld für Markenwerbung?""",Einfache Anfrage,,"Landw. Kredite, Beihilfen, Beiträge an Betriebsbau",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,2,,,
2020-03-11,2020-05-20,16/WE 10/493,493,Bericht über die Stellenentwicklung in den Ämtern,Weitere Geschäfte,,Kantonale Zentralverwaltung,,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2020-03-11,2021-05-05,16/IN 58/496,496,"Interpellation von Nina Schläfli und Sonja Wiesmann vom 11. März 2020 ""Situation von geflüchteten Frauen und Mädchen im Kanton Thurgau""",Interpellation,,"Fremdenpolizei, Grenzverkehr, Ausweisschriften",,,Abgeschlossen,Departement für Finanzen und Soziales,2,40,42,
2020-03-11,2020-07-01,16/EA 178/500,500,"Einfache Anfrage von Stefan Leuthold und Christina Pagnoncini vom 11. März 2020 ""Entschädigung für Lasten der dezentralen, erneuerbaren Energieproduktion?""",Einfache Anfrage,,Finanzausgleich,,,Abgeschlossen,Departement für Finanzen und Soziales,2,,,
2020-04-22,2020-05-06,16/IN 59/505,505,"Interpellation und offener Brief an den Regierungsrat des Kantons Thurgau von Stephan Tobler und Ruedi Zbinden vom 20. März ""Verwendung von Reserven aus dem Verkauf der Partizipationsscheine sowie zusätzliche Ausschüttungen der SNB""",Interpellation,,"TKB, Bankenaufsicht",,,Abgeschlossen,Departement für Bau und Umwelt,2,,,
2020-05-06,2020-07-01,16/BS 45/506,506,"Geschäftsbericht 2019, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2019 des Datenschutzbeauftragten",Beschluss,,"Budget, Finanzplan, Staatsrechnung",,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2020-05-06,2020-06-17,16/BS 47/508,508,Geschäftsbericht 2019 der Gebäudeversicherung Thurgau und Wahl der Kontrollstelle,Beschluss,,"TGV, Feuerversicherung",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2020-05-06,2020-05-06,16/BS 48/510,510,"Beschluss des Grossen Rates betreffend Genehmigung der Notstandsmassnahmen im Zusammenhang mit COVID-19, inklusive COVID-Nachtragskredit",Beschluss,,Kantonsverfassung und Staatsverträge,,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2020-05-06,2020-08-12,16/BS 49/511,511,Rechenschaftsbericht 2019 des Verwaltungsgerichts,Beschluss,,"Allgemeine Aufsicht, Verwaltungsrechtspflege",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2020-05-06,2020-05-20,16/WA 98/512,512,Amtsgelübde von Kantonsrätin Melanie Zellweger,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-05-20,2020-08-12,16/BS 51/519,519,Rechenschaftsbericht 2019 des Obergerichts,Beschluss,,"Allgemeine Aufsicht, Verwaltungsrechtspflege",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2020-04-22,2020-05-20,20/WA 1/1,1,Wahl des Präsidiums und des Vizepräsidiums des Regierungsrates für das Amtsjahr 2020/2021,Wahlgeschäft,,Regierungsrat,,,Abgeschlossen,Grosser Rat,,,,
2020-04-22,2020-05-20,20/WA 2/2,2,Genehmigung der Wahl der Mitglieder des Grossen Rates vom 15. März 2020,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-05-20,2020-05-20,20/WA 3/3,3,Wahl des Präsidiums des Grossen Rates für das Amtsjahr 2020/2021,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-05-20,2020-05-20,20/WA 5/5,5,Wahl der Mitglieder des Sekretariates sowie der Stimmenzählerinnen und Stimmenzähler des Grossen Rates für das Amtsjahr 2020/2021,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-05-20,2020-05-20,20/WA 7/7,7,Wahl der Mitglieder und des Präsidiums der Geschäftsprüfungs- und Finanzkommission für die Amtsdauer 2020-2024,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-05-20,2020-05-20,20/WA 13/13,13,Amtsgelübde von Regierungsrat Urs Martin,Wahlgeschäft,,Regierungsrat,,,Abgeschlossen,Grosser Rat,,,,
2020-05-20,2020-05-20,20/WA 16/16,16,"Amtsgelübde von Marcel Brun, Mitglied des Zwangsmassnahmengerichts",Wahlgeschäft,,"Richterliche Behörden, Anwaltswesen",,,Abgeschlossen,Grosser Rat,,,,
2020-06-17,2020-07-01,20/BS 1/19,19,Beschluss des Grossen Rates zum Nachtragskredit 2020,Beschluss,,"Finanzhaushalt, Finanzverwaltung und -kontrolle",,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2020-05-20,2021-07-07,20/MO 2/22,22,"Motion von René Walther, Beat Rüedi, Reto Ammann, Christina Pagnoncini und Jürgen Häberli vom 20. Mai 2020 ""Anpassungen bei der Umsetzung der planerischen Mehrwertabgabe nach dem Planungs- und Baugesetz""",Motion,,"Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,Abgeschlossen,Departement für Bau und Umwelt,5,72,77,
2020-05-20,2021-02-17,20/AN 1/23,23,"Antrag gemäss § 52 der Geschäftsordnung des Grossen Rates von Kristiane Vietze, Anders Stokholm, Brigitte Kaufmann, Cornelia Hasler, Daniel Eugster, Jörg Schläpfer vom 20. Mai 2020 ""Leitbild Wirtschaftsstandort Thurgau""",Antrag nach § 52 bzw. § 46 der Geschäftsordnung,,Wirtschaftliche Entwicklung,,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,6,62,68,
2020-05-20,2020-08-12,20/EA 2/25,25,"Einfache Anfrage von Dominik Diezi vom 20. Mai 2020 ""Spassfahrten mit hochmotorisierten und lärmigen Fahrzeugen am See - Handlungsbedarf und gesetzliche Grundlagen""",Einfache Anfrage,,"Strassenverkehr, öffentlicher Verkehr auf Strassen",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
2020-05-20,2020-08-12,20/EA 3/26,26,"Einfache Anfrage von Simon Vogel vom 20. Mai 2020 ""Aufnahme von Flüchtenden aus humanitären Gründen""",Einfache Anfrage,,"Niederlassung, Aufenthalt, Asyl",,,Abgeschlossen,Departement für Finanzen und Soziales,1,,,
2020-07-01,2020-09-09,20/EA 10/39,39,"Einfache Anfrage von Peter Dransfeld und Bernhard Braun vom 1. Juli 2020 ""Ursachen und Kosten einer Wahlfälschung""",Einfache Anfrage,,Proporzwahlen,,,Abgeschlossen,Staatskanzlei,2,,,
2020-08-26,2020-12-02,20/BS 3/40,40,Beschluss des Grossen Rates über die Teilrevision des kantonalen Richtplans (Stand: Juni 2020),Beschluss,,"Raumplanung, Richtpläne",,,Abgeschlossen,Departement für Bau und Umwelt,,,,
2020-08-26,2020-11-18,20/EA 13/47,47,"Einfache Anfrage von Ueli Fisch und Jorim Schäfer vom 26. August 2020 ""Lotteriefonds - der 44 Millionen Schatz""",Einfache Anfrage,,"Dienstleistungen, Tourismus, Lotterien, Sport-Toto",,,Abgeschlossen,Departement für Erziehung und Kultur,2,,,
2020-09-09,2021-03-10,20/MO 5/54,54,"Motion von Jacob Auer und Marina Bruggmann vom 9. September 2020 ""Bekämpfung von Missbräuchen von Praktika""",Motion,,Berufliches Bildungswesen,,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,2,34,36,
2020-10-21,2021-11-10,20/IN 9/60,60,"Interpellation von Doris Günter, Corinna Pasche, Didi Feuerle, Elina Müller, Elisabeth Rickenbach und Peter Schenk vom 21. Oktober 2020 ""Schutz und Prävention im Milieu""",Interpellation,,"StGB, EG/StGB, Verwaltungsstrafrecht",,,Abgeschlossen,Departement für Justiz und Sicherheit,6,60,66,
2020-10-21,2021-10-27,20/IN 10/61,61,"Interpellation von Toni Kappeler und Daniel Vetterli vom 21. Oktober 2020 ""Stallbau im Spannungsfeld von Luftreinhaltung und Landschaftsschutz""",Interpellation,,"Agrarpolitische Massnahmen, bäuerliches Bodenrecht",,,Abgeschlossen,Departement für Bau und Umwelt,2,54,56,
2020-10-21,2021-01-13,20/EA 22/66,66,"Einfache Anfrage von Brigitte Kaufmann und Hans Feuz vom 21. Oktober 2020 ""Keine Fischgehege im Bodensee - Nein zu einer Fischmast im Bodensee!""",Einfache Anfrage,,Fischerei,,,Abgeschlossen,Departement für Justiz und Sicherheit,2,,,
2020-10-21,2020-12-16,20/EA 23/67,67,"Einfache Anfrage von Paul Koch vom 21. Oktober 2020 ""Sichere Fussgängerstreifen im Kanton Thurgau - Umsetzung auf Kurs?""",Einfache Anfrage,,"Strassenverkehr, öffentlicher Verkehr auf Strassen",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2020-10-21,2020-12-16,20/EA 24/68,68,"Einfache Anfrage von Stefan Leuthold und Beat Pretali vom 21. Oktober 2020 ""Aufgabenteilung zwischen Wirtschafts- und Berufsverbänden und Ämtern""",Einfache Anfrage,,"Gebiet, Organisation, Reglemente, Verwaltung",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,2,,,
2020-10-21,2020-12-02,20/EA 25/69,69,"Einfache Anfrage von Marianne Sax vom 21. Oktober 2020 ""Arme Schweine in Kalchrain""",Einfache Anfrage,,Forstwesen,,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2020-10-21,2020-12-16,20/EA 26/70,70,"Einfache Anfrage von Pascal Schmid und Oliver Martin vom 21. Oktober 2020 ""Was blüht dem Thurgau mit dem neuen CO2-Gesetz?""",Einfache Anfrage,,Wirtschaftliche Entwicklung,,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,2,,,
2020-11-18,2021-05-05,20/GE 2/74,74,Gesetz betreffend die Änderung des Gesetzes über die Inkassohilfe für familienrechtliche Unterhaltsbeiträge und die Bevorschussung von Kinderalimenten (AliG),Gesetz,,"AHV, IV, EL",,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2020-11-18,2021-11-10,20/IN 12/75,75,"Interpellation von Marina Bruggmann, Edith Wohlfender und Peter Dransfeld vom 18. November 2020 ""Betroffene Menschen im Testfall Münsterlingen - Das Dossier darf nicht einfach geschlossen werden""",Interpellation,,"Heilmittel, Betäubungsmittel, Suchtprobleme",,,Abgeschlossen,Departement für Finanzen und Soziales,3,40,43,
2020-11-18,2021-01-27,20/EA 34/82,82,"Einfache Anfrage von Edith Wohlfender und Barbara Dätwyler Weber vom 18. November 2020 ""Aufstockung des Pflegepersonals in Alters- und Pflegeheimen""",Einfache Anfrage,,"Berufe, Ausbildung, Schulen, Spitäler, Anstalten",,,Abgeschlossen,Departement für Finanzen und Soziales,2,,,
2020-11-18,2021-01-27,20/EA 35/83,83,"Einfache Anfrage von Nicole Zeitner, Elisabeth Rickenbach und Heinz Keller vom 18. November 2020 ""Corona-Krise: Massnahmen für Lehrstellensuchende und Lehrstellensuchende und LehrabgängerInnen""",Einfache Anfrage,,Berufliches Bildungswesen,,,Abgeschlossen,Departement für Erziehung und Kultur,3,,,
2021-01-27,2021-01-27,20/WA 20/95,95,Ersatzwahl eines Mitglieds der Gesetzgebungs- und Redaktionskommission für den Rest der Amtsdauer,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2020-12-16,2021-03-24,20/MO 8/99,99,"Motion von Daniel Vetterli und Paul Koch vom 16. Dezember 2020 ""Förderbeitrag an Thurgauer Holz""",Motion,,"Submissionswesen Bau, Beschaffungswesen öffentliche Hand",,,Abgeschlossen,Departement für Bau und Umwelt,2,64,66,
2020-12-16,2021-03-10,20/EA 40/101,101,"Einfache Anfrage von Stefan Leuthold und Christian Mader vom 16. Dezember 2020 ""Neues Holzheizkraftwerk Frauenfeld: Ein Gewinn für den Thurgau?""",Einfache Anfrage,,"Submissionswesen Bau, Beschaffungswesen öffentliche Hand",,,Abgeschlossen,Departement für Bau und Umwelt,2,,,
2021-01-27,2021-03-24,20/EA 43/108,108,"Einfache Anfrage von Jacob Auer vom 27. Januar 2021 ""Einführung von weiteren Sonntagsverkäufen im Thurgau""",Einfache Anfrage,,"Arbeitnehmerschutz, Oeffentliche Ruhe",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
