date,kategorie,pax,fret,mvt
2022-11-01,Andere Kategorien,11,,70
2022-12-31,Fracht Express,0,21.08,2
2022-12-31,Fracht Cargo,0,57.444,2
2022-12-31,Andere Kategorien,5,,32
2022-12-30,Passagierverkehr,21488,1.72,148
2022-12-30,Fracht Express,0,81.473,12
2022-12-30,Fracht Cargo,0,,
2022-12-29,Passagierverkehr,23050,1.539,152
2022-12-29,Fracht Express,0,105.602,18
2022-12-29,Fracht Cargo,0,,
2022-12-29,Andere Kategorien,10,,34
2022-12-27,Fracht Express,0,116.975,20
2022-12-27,Andere Kategorien,5,,67
2022-12-26,Passagierverkehr,20076,2.494,145
2022-12-25,Passagierverkehr,16391,0.38,127
2022-12-25,Fracht Cargo,0,,
2022-12-24,Fracht Cargo,0,80.661,4
2022-12-21,Fracht Express,0,220.571,17
2022-12-20,Fracht Express,0,219.668,19
2022-12-20,Fracht Cargo,0,,
2022-12-19,Passagierverkehr,16965,1.39,150
2022-12-19,Andere Kategorien,3,,107
2022-12-17,Andere Kategorien,28,,20
2022-12-15,Andere Kategorien,19,,12
2022-12-14,Andere Kategorien,27,,15
2022-12-13,Fracht Cargo,0,,
2022-12-10,Fracht Cargo,0,82.38,4
2022-12-08,Andere Kategorien,8,,15
2022-12-07,Passagierverkehr,13241,0.465,123
2022-12-03,Fracht Express,0,36.147,2
2022-12-03,Fracht Cargo,0,103.2,4
2022-12-02,Fracht Cargo,0,70.693,2
2022-12-01,Passagierverkehr,13002,0.814,115
2023-01-31,Fracht Cargo,0,,
2023-01-30,Fracht Express,0,171.234,16
2023-01-30,Fracht Cargo,0,60.526,2
2023-01-29,Passagierverkehr,15375,0.604,118
2023-01-28,Passagierverkehr,12612,2.932,95
2023-01-28,Fracht Cargo,0,84.642,4
2023-01-28,Andere Kategorien,7,,65
2023-01-27,Fracht Cargo,0,50.473,2
2023-01-26,Fracht Express,0,199.336,18
2023-01-25,Passagierverkehr,5427,0.653,72
2023-01-25,Andere Kategorien,5,,16
2023-01-24,Fracht Cargo,0,,
2023-01-23,Andere Kategorien,8,,58
2023-01-22,Passagierverkehr,14623,0.305,127
2023-01-22,Fracht Cargo,0,,
2023-01-21,Fracht Express,0,41.419,2
2023-01-21,Andere Kategorien,0,,57
2023-01-20,Andere Kategorien,2,,68
2023-01-17,Fracht Cargo,0,,
2023-01-16,Fracht Express,0,194.272,15
2023-01-15,Fracht Express,0,,
2023-01-14,Passagierverkehr,11937,3.303,95
2023-01-14,Andere Kategorien,1,,65
2023-01-13,Passagierverkehr,14227,2.74,129
2023-01-13,Fracht Cargo,0,65.433,2
2023-01-12,Andere Kategorien,3,,31
2023-01-11,Andere Kategorien,10,,36
2023-01-10,Fracht Express,0,179.69,18
2023-01-10,Fracht Cargo,0,,
2023-01-09,Fracht Cargo,0,45.654,2
2023-01-08,Passagierverkehr,21475,2.773,160
2023-01-08,Fracht Cargo,0,28.609,2
2023-01-08,Andere Kategorien,0,,52
2023-01-07,Fracht Express,0,24.822,2
2023-01-07,Fracht Cargo,0,111.02,6
2023-01-05,Fracht Cargo,0,,
2023-01-04,Passagierverkehr,18592,2.125,140
2023-01-02,Fracht Express,0,79.124,12
2023-01-01,Passagierverkehr,21014,0.756,138
2023-02-27,Passagierverkehr,17461,1.194,134
2023-02-27,Fracht Express,0,177.373,16
2023-02-26,Fracht Express,0,,
2023-02-25,Passagierverkehr,19051,2.208,135
2023-02-23,Fracht Cargo,0,,
2023-02-21,Fracht Express,0,195.633,20
2023-02-20,Passagierverkehr,18140,0.392,130
2023-02-20,Fracht Express,0,176.948,16
2023-02-20,Andere Kategorien,19,,72
2023-02-17,Fracht Express,0,156.26,12
2023-02-16,Fracht Express,0,198.926,20
2023-02-16,Fracht Cargo,0,8.945,2
2023-02-16,Andere Kategorien,9,,44
2023-02-15,Fracht Express,0,209.232,20
2023-02-15,Fracht Cargo,0,106.122,4
2023-02-15,Andere Kategorien,12,,85
2023-02-14,Fracht Express,0,189.528,20
2023-02-14,Andere Kategorien,2,,42
2023-02-12,Fracht Express,0,,
2023-02-12,Fracht Cargo,0,,
2023-02-11,Passagierverkehr,17970,2.476,122
2023-02-11,Andere Kategorien,20,,60
2023-02-10,Fracht Cargo,0,,
2023-02-10,Andere Kategorien,3,,88
2023-02-06,Passagierverkehr,12276,0.219,104
2023-02-05,Fracht Express,0,,
2023-02-05,Fracht Cargo,0,,
2023-02-03,Andere Kategorien,7,,119
2023-02-02,Passagierverkehr,10257,0.97,96
2023-02-02,Fracht Express,0,190.027,19
2023-02-01,Fracht Express,0,193.733,20
2023-03-31,Andere Kategorien,6,,11
2023-03-30,Passagierverkehr,16291,0.953,126
2023-03-30,Andere Kategorien,3,,18
2023-03-28,Passagierverkehr,15487,1.23,119
2023-03-27,Passagierverkehr,19764,1.189,142
2023-03-27,Fracht Express,0,192.585,18
2023-03-27,Andere Kategorien,14,,71
2023-03-26,Fracht Express,0,,
2023-03-25,Passagierverkehr,18105,1.584,126
2023-03-25,Fracht Express,0,27.249,2
2023-03-25,Andere Kategorien,12,,12
2023-03-23,Fracht Express,0,213.487,19
2023-03-22,Fracht Express,0,213.365,19
2023-03-21,Passagierverkehr,15670,3.459,125
2023-03-21,Fracht Cargo,0,,
2023-03-19,Passagierverkehr,20537,0.527,145
2023-03-18,Passagierverkehr,18507,2.722,128
2023-03-18,Fracht Express,0,32.304,2
2023-03-16,Fracht Express,0,210.876,20
2023-03-16,Fracht Cargo,0,,
2023-03-15,Passagierverkehr,14160,0.454,119
2023-03-15,Andere Kategorien,2,,53
2023-03-14,Passagierverkehr,15108,1.19,125
2023-03-12,Fracht Cargo,0,,
2023-03-12,Andere Kategorien,2,,23
2023-03-11,Andere Kategorien,19,,25
2023-03-10,Passagierverkehr,16125,1.371,124
2023-03-10,Fracht Express,0,152.057,12
2023-03-10,Andere Kategorien,1,,15
2023-03-09,Andere Kategorien,22,,38
2023-03-08,Fracht Express,0,182.439,16
2023-03-07,Fracht Cargo,0,,
2023-03-06,Fracht Express,0,186.896,15
2023-03-06,Andere Kategorien,25,,55
2023-03-05,Fracht Express,0,,
2023-03-05,Andere Kategorien,6,,42
2023-03-04,Passagierverkehr,17422,2.245,124
2023-03-04,Fracht Express,0,30.832,2
2023-03-04,Fracht Cargo,0,89.751,4
2023-03-03,Passagierverkehr,19624,0.846,142
2023-03-03,Fracht Express,0,163.743,13
2023-03-03,Fracht Cargo,0,77.261,2
2023-03-02,Fracht Express,0,207.566,19
2023-03-02,Fracht Cargo,0,,
2023-03-02,Andere Kategorien,4,,42
2023-03-01,Andere Kategorien,24,,41
2023-04-30,Fracht Cargo,0,13.434,2
2023-04-29,Fracht Express,0,35.329,2
2023-04-29,Fracht Cargo,0,48.358,2
2023-04-28,Passagierverkehr,29076,3.286,190
2023-04-28,Andere Kategorien,7,,39
2023-04-27,Fracht Express,0,188.227,20
2023-04-27,Fracht Cargo,0,7.627,2
2023-04-27,Andere Kategorien,11,,94
2023-04-26,Fracht Cargo,0,55.798,4
2023-04-26,Andere Kategorien,24,,96
2023-04-25,Fracht Express,0,187.991,18
2023-04-24,Fracht Express,0,173.823,16
2023-04-23,Passagierverkehr,29235,0.281,188
2023-04-23,Fracht Cargo,0,11.829,4
2023-04-22,Passagierverkehr,25203,1.394,166
2023-04-22,Fracht Cargo,0,76.568,4
2023-04-21,Passagierverkehr,28492,2.388,193
2023-04-21,Fracht Express,0,147.654,12
2023-04-20,Passagierverkehr,23608,1.528,165
2023-04-20,Fracht Cargo,0,15.513,2
2023-04-20,Andere Kategorien,7,,41
2023-04-18,Fracht Express,0,188.148,19
2023-04-18,Fracht Cargo,0,,
2023-04-18,Andere Kategorien,16,,58
2023-04-17,Passagierverkehr,25895,1.312,174
2023-04-17,Fracht Cargo,0,,
2023-04-17,Andere Kategorien,4,,35
2023-04-16,Passagierverkehr,28713,0.236,186
2023-04-16,Fracht Express,0,,
2023-04-15,Fracht Express,0,27.168,2
2023-04-13,Fracht Cargo,0,,
2023-04-12,Fracht Cargo,0,53.393,2
2023-04-12,Andere Kategorien,6,,26
2023-04-11,Passagierverkehr,23555,1.087,169
2023-04-10,Passagierverkehr,27832,0.101,190
2023-04-09,Passagierverkehr,26872,0.467,190
2023-04-09,Fracht Cargo,0,,
2023-04-08,Fracht Express,0,22.503,2
2023-04-08,Fracht Cargo,0,112.258,4
2023-04-07,Fracht Express,0,92.991,7
2023-04-06,Andere Kategorien,6,,75
2023-04-05,Andere Kategorien,14,,96
2023-04-04,Passagierverkehr,19158,0.0,154
2023-04-03,Passagierverkehr,22515,2.123,179
2023-04-03,Andere Kategorien,0,,46
2023-05-31,Fracht Cargo,0,38.987,2
2023-05-30,Fracht Express,0,163.114,20
2023-05-30,Fracht Cargo,0,,
2023-05-29,Passagierverkehr,28100,0.276,186
2023-05-28,Passagierverkehr,28181,0.33,186
2023-05-28,Fracht Express,0,,
2023-05-28,Fracht Cargo,0,16.581,2
2023-05-27,Passagierverkehr,24923,1.527,162
2023-05-26,Fracht Express,0,150.471,13
2023-05-24,Passagierverkehr,23836,1.209,183
2023-05-24,Fracht Express,0,214.45,20
2023-05-23,Passagierverkehr,21124,1.347,160
2023-05-23,Fracht Cargo,0,2.483,1
2023-05-22,Passagierverkehr,26119,0.319,185
2023-05-22,Andere Kategorien,10,,50
2023-05-21,Passagierverkehr,30082,,198
2023-05-21,Fracht Express,0,,
2023-05-20,Passagierverkehr,23226,1.188,159
2023-05-20,Fracht Express,0,26.174,2
2023-05-19,Passagierverkehr,27028,3.75,187
2023-05-18,Passagierverkehr,24885,2.448,172
2023-05-18,Fracht Express,0,74.293,6
2023-05-17,Andere Kategorien,20,,51
2023-05-16,Passagierverkehr,20751,3.948,161
2023-05-16,Fracht Cargo,0,,
2023-05-15,Fracht Express,0,188.206,15
2023-05-15,Fracht Cargo,0,70.961,3
2023-05-15,Andere Kategorien,6,,57
2023-05-14,Fracht Express,0,,
2023-05-14,Andere Kategorien,1,,45
2023-05-13,Fracht Cargo,0,97.411,4
2023-05-12,Passagierverkehr,26994,1.188,194
2023-05-11,Andere Kategorien,6,,41
2023-05-10,Fracht Express,0,214.714,22
2023-05-10,Fracht Cargo,0,69.205,4
2023-05-10,Andere Kategorien,6,,47
2023-05-08,Andere Kategorien,1,,64
2023-05-07,Fracht Express,0,,
2023-05-04,Fracht Express,0,188.802,20
2023-05-04,Fracht Cargo,0,25.689,2
2023-05-04,Andere Kategorien,1,,78
2023-05-03,Passagierverkehr,21192,3.226,168
2023-05-02,Passagierverkehr,22906,1.727,173
2023-05-01,Passagierverkehr,22744,0.118,157
2023-05-01,Fracht Express,0,60.746,9
2023-06-30,Passagierverkehr,26474,4.883,185
2023-06-29,Andere Kategorien,2,,65
2023-06-28,Andere Kategorien,5,,57
2023-06-27,Passagierverkehr,21467,1.542,173
2023-06-27,Fracht Cargo,0,,
2023-06-27,Andere Kategorien,28,,71
2023-06-26,Fracht Cargo,0,,
2023-06-26,Andere Kategorien,12,,36
2023-06-25,Passagierverkehr,29962,0.389,202
2023-06-24,Fracht Express,0,35.233,2
2023-06-24,Fracht Cargo,0,106.252,4
2023-06-23,Andere Kategorien,14,,133
2023-06-21,Fracht Express,0,207.276,21
2023-06-21,Andere Kategorien,12,,72
2023-06-20,Fracht Cargo,0,,
2023-06-19,Passagierverkehr,25917,1.496,200
2023-06-19,Fracht Express,0,194.323,15
2023-06-18,Passagierverkehr,28861,2.374,201
2023-06-18,Fracht Express,0,,
2023-06-17,Andere Kategorien,22,,74
2023-06-16,Passagierverkehr,27435,2.559,202
2023-06-16,Fracht Cargo,0,58.881,2
2023-06-15,Fracht Express,0,202.918,19
2023-06-15,Fracht Cargo,0,21.843,2
2023-06-13,Fracht Express,0,179.498,17
2023-06-12,Fracht Express,0,187.626,15
2023-06-11,Fracht Express,0,,
2023-06-11,Andere Kategorien,16,,62
2023-06-09,Passagierverkehr,28908,0.615,203
2023-06-09,Fracht Cargo,0,23.285,2
2023-06-07,Passagierverkehr,24512,1.336,179
2023-06-07,Andere Kategorien,13,,65
2023-06-06,Passagierverkehr,22089,1.491,166
2023-06-06,Andere Kategorien,31,,51
2023-06-05,Fracht Cargo,0,27.341,2
2023-06-04,Andere Kategorien,22,,47
2023-06-03,Fracht Express,0,34.24,2
2023-06-02,Fracht Express,0,156.722,12
2023-06-02,Andere Kategorien,28,,97
2023-06-01,Passagierverkehr,22131,1.083,168
2023-06-01,Fracht Cargo,0,19.467,2
2023-06-01,Andere Kategorien,1,,63
2023-07-31,Passagierverkehr,30979,0.0,197
2023-07-31,Andere Kategorien,17,,73
2023-07-30,Passagierverkehr,31593,1.624,202
2023-07-30,Andere Kategorien,11,,52
2023-07-29,Fracht Cargo,0,99.009,4
2023-07-28,Fracht Express,0,145.122,12
2023-07-28,Andere Kategorien,5,,50
2023-07-27,Fracht Express,0,198.78,19
2023-07-26,Fracht Express,0,204.239,19
2023-07-25,Fracht Cargo,0,,
2023-07-25,Andere Kategorien,24,,16
2023-07-24,Passagierverkehr,27654,1.866,192
2023-07-24,Fracht Express,0,168.255,15
2023-07-23,Passagierverkehr,30055,0.926,192
2023-07-23,Fracht Express,0,,
2023-07-23,Fracht Cargo,0,28.375,2
2023-07-21,Fracht Express,0,157.417,12
2023-07-20,Passagierverkehr,26447,0.343,184
2023-07-20,Fracht Cargo,0,15.359,2
2023-07-19,Passagierverkehr,25052,1.035,185
2023-07-19,Fracht Express,0,192.113,19
2023-07-19,Fracht Cargo,0,62.184,2
2023-07-18,Andere Kategorien,22,,38
2023-07-16,Fracht Express,0,,
2023-07-16,Fracht Cargo,0,40.767,3
2023-07-15,Fracht Cargo,0,87.54,5
2023-07-14,Fracht Express,0,140.905,12
2023-07-14,Fracht Cargo,0,59.82,2
2023-07-14,Andere Kategorien,2,,100
2023-07-13,Fracht Express,0,190.873,19
2023-07-13,Andere Kategorien,4,,51
2023-07-12,Fracht Express,0,208.555,20
2023-07-12,Fracht Cargo,0,91.609,4
2023-07-12,Andere Kategorien,2,,59
2023-07-11,Passagierverkehr,21451,0.529,169
2023-07-10,Fracht Cargo,0,,
2023-07-10,Andere Kategorien,12,,71
2023-07-09,Passagierverkehr,29577,0.489,205
2023-07-07,Fracht Express,0,134.577,12
2023-07-06,Fracht Cargo,0,20.203,2
2023-07-05,Fracht Express,0,203.191,19
2023-07-05,Fracht Cargo,0,55.392,2
2023-07-05,Andere Kategorien,5,,78
2023-07-04,Passagierverkehr,22194,2.654,177
2023-07-03,Passagierverkehr,26716,1.933,194
2023-07-03,Andere Kategorien,3,,47
2023-07-01,Fracht Express,0,26.157,2
2023-08-30,Fracht Cargo,0,100.58,4
2023-08-29,Fracht Express,0,188.894,20
2023-08-27,Andere Kategorien,8,,46
2023-08-26,Andere Kategorien,4,,22
2023-08-24,Passagierverkehr,23681,3.563,176
2023-08-24,Fracht Express,0,154.349,16
2023-08-24,Fracht Cargo,0,32.106,2
2023-08-23,Passagierverkehr,24718,2.371,184
2023-08-23,Andere Kategorien,14,,70
2023-08-22,Fracht Express,0,165.893,19
2023-08-21,Andere Kategorien,30,,68
2023-08-20,Passagierverkehr,31133,0.046,216
2023-08-20,Andere Kategorien,0,,56
2023-08-19,Passagierverkehr,27398,2.464,186
2023-08-19,Fracht Cargo,0,78.205,4
2023-08-18,Fracht Cargo,0,40.305,2
2023-08-17,Andere Kategorien,7,,35
2023-08-15,Passagierverkehr,24977,1.385,175
2023-08-14,Fracht Express,0,131.19,14
2023-08-14,Andere Kategorien,15,,33
2023-08-13,Fracht Cargo,0,24.689,2
2023-08-11,Andere Kategorien,10,,96
2023-08-10,Fracht Cargo,0,15.375,2
2023-08-09,Andere Kategorien,4,,105
2023-08-08,Fracht Express,0,166.874,19
2023-08-08,Fracht Cargo,0,,
2023-08-07,Fracht Express,0,175.566,16
2023-08-07,Andere Kategorien,15,,50
2023-08-06,Fracht Cargo,0,13.895,2
2023-08-04,Passagierverkehr,31282,0.846,205
2023-08-04,Fracht Express,0,126.905,12
2023-08-04,Fracht Cargo,0,35.308,2
2023-08-03,Fracht Cargo,0,11.012,2
2023-08-02,Fracht Express,0,178.672,20
2023-08-01,Fracht Express,0,99.517,12
2023-08-01,Andere Kategorien,9,,10
2023-09-30,Passagierverkehr,24570,2.406,174
2023-09-30,Andere Kategorien,19,,91
2023-09-29,Passagierverkehr,30091,4.017,204
2023-09-28,Passagierverkehr,25579,2.052,189
2023-09-28,Fracht Cargo,0,25.675,3
2023-09-26,Andere Kategorien,8,,55
2023-09-25,Fracht Express,0,176.181,15
2023-09-25,Andere Kategorien,10,,84
2023-09-24,Fracht Express,0,,
2023-09-23,Fracht Cargo,0,88.974,5
2023-09-22,Passagierverkehr,29784,1.848,208
2023-09-21,Andere Kategorien,2,,57
2023-09-19,Passagierverkehr,21332,1.598,174
2023-09-19,Fracht Express,0,207.744,19
2023-09-17,Passagierverkehr,29805,0.193,209
2023-09-17,Fracht Cargo,0,21.853,2
2023-09-16,Fracht Cargo,0,114.975,6
2023-09-15,Passagierverkehr,30408,1.244,212
2023-09-15,Andere Kategorien,14,,81
2023-09-14,Fracht Cargo,0,16.918,3
2023-09-14,Andere Kategorien,9,,33
2023-09-13,Fracht Express,0,188.876,18
2023-09-12,Fracht Express,0,196.243,19
2023-09-11,Passagierverkehr,28078,3.67,209
2023-09-11,Fracht Express,0,161.211,15
2023-09-11,Fracht Cargo,0,36.986,4
2023-09-10,Andere Kategorien,8,,56
2023-09-09,Passagierverkehr,25348,4.223,172
2023-09-09,Fracht Cargo,0,65.676,4
2023-09-09,Andere Kategorien,16,,85
2023-09-08,Fracht Cargo,0,46.904,3
2023-09-08,Andere Kategorien,8,,93
2023-09-07,Fracht Express,0,191.276,17
2023-09-06,Andere Kategorien,6,,63
2023-09-05,Passagierverkehr,22491,2.338,178
2023-09-05,Andere Kategorien,10,,108
2023-09-04,Passagierverkehr,28270,5.107,218
2023-09-04,Fracht Cargo,0,28.259,2
2023-09-02,Andere Kategorien,8,,50
2023-10-31,Fracht Express,0,195.413,19
2023-10-30,Passagierverkehr,22223,1.644,167
2023-10-30,Andere Kategorien,20,,53
2023-10-29,Fracht Cargo,0,,
2023-10-29,Andere Kategorien,7,,102
2023-10-28,Andere Kategorien,0,,24
2023-10-25,Fracht Express,0,199.606,19
2023-10-24,Passagierverkehr,18357,2.534,148
2023-10-24,Fracht Cargo,0,6.754,3
2023-10-23,Fracht Express,0,167.662,15
2023-10-23,Fracht Cargo,0,70.636,3
2023-10-23,Andere Kategorien,10,,54
2023-10-22,Fracht Express,0,,
2023-10-22,Andere Kategorien,8,,66
2023-10-21,Andere Kategorien,3,,48
2023-10-20,Fracht Cargo,0,75.7,5
2023-10-20,Andere Kategorien,15,,29
2023-10-19,Passagierverkehr,14527,1.104,110
2023-10-19,Andere Kategorien,13,,17
2023-10-18,Fracht Express,0,191.929,19
2023-10-18,Fracht Cargo,0,83.456,5
2023-10-18,Andere Kategorien,3,,51
2023-10-17,Passagierverkehr,21343,1.533,167
2023-10-16,Andere Kategorien,14,,49
2023-10-15,Passagierverkehr,32133,0.316,217
2023-10-15,Fracht Express,0,,
2023-10-14,Fracht Express,0,29.566,2
2023-10-14,Fracht Cargo,0,94.85,4
2023-10-13,Passagierverkehr,26824,2.613,176
2023-10-12,Fracht Express,0,190.714,19
2023-10-11,Fracht Cargo,0,82.455,6
2023-10-10,Passagierverkehr,23922,2.417,171
2023-10-10,Andere Kategorien,17,,46
2023-10-09,Andere Kategorien,2,,51
2023-10-08,Fracht Express,0,,
2023-10-08,Andere Kategorien,9,,41
2023-10-07,Passagierverkehr,26965,6.009,174
2023-10-07,Andere Kategorien,12,,56
2023-10-06,Passagierverkehr,30214,8.439,211
2023-10-06,Andere Kategorien,23,,88
2023-10-05,Passagierverkehr,26615,4.413,192
2023-10-05,Fracht Express,0,187.094,19
2023-10-05,Fracht Cargo,0,15.408,2
2023-10-04,Passagierverkehr,25701,4.121,194
2023-10-04,Andere Kategorien,1,,43
2023-10-03,Passagierverkehr,24307,2.784,176
2023-10-03,Fracht Express,0,173.838,19
2023-10-02,Passagierverkehr,29578,4.183,207
2023-10-02,Andere Kategorien,13,,54
2023-11-30,Passagierverkehr,18432,4.004,139
2023-11-30,Andere Kategorien,21,,5
2023-11-27,Fracht Cargo,0,32.65,3
2023-11-27,Andere Kategorien,14,,26
2023-11-26,Fracht Express,0,,
2023-11-26,Andere Kategorien,3,,27
2023-11-25,Passagierverkehr,16129,4.211,125
2023-11-25,Fracht Cargo,0,72.59,4
2023-11-23,Andere Kategorien,21,,113
2023-11-21,Fracht Cargo,0,7.856,2
2023-11-20,Fracht Express,0,165.531,15
2023-11-19,Andere Kategorien,2,,15
2023-11-18,Fracht Cargo,0,87.245,4
2023-11-18,Andere Kategorien,2,,97
2023-11-17,Fracht Express,0,181.399,16
2023-11-16,Fracht Express,0,134.469,13
2023-11-15,Fracht Express,0,213.961,20
2023-11-15,Fracht Cargo,0,40.375,6
2023-11-15,Andere Kategorien,10,,44
2023-11-14,Passagierverkehr,15011,2.026,131
2023-11-14,Fracht Express,0,190.846,19
2023-11-14,Andere Kategorien,7,,31
2023-11-13,Andere Kategorien,6,,16
2023-11-12,Fracht Express,0,,
2023-11-12,Fracht Cargo,0,7.133,2
2023-11-12,Andere Kategorien,6,,10
2023-11-11,Fracht Express,0,29.761,2
2023-11-10,Passagierverkehr,21786,0.54,163
2023-11-10,Fracht Express,0,151.833,12
2023-11-09,Andere Kategorien,17,,34
2023-11-08,Passagierverkehr,15632,2.129,137
2023-11-08,Fracht Express,0,203.768,19
2023-11-07,Fracht Cargo,0,6.219,2
2023-11-06,Fracht Express,0,174.341,15
2023-11-06,Fracht Cargo,0,55.55,3
2023-11-05,Andere Kategorien,6,,8
2023-11-04,Fracht Express,0,26.01,2
2023-11-02,Fracht Express,0,163.919,19
2023-12-31,Passagierverkehr,22958,2.581,159
2023-12-30,Passagierverkehr,23665,0.093,148
2023-12-30,Andere Kategorien,0,,78
2023-12-29,Fracht Cargo,0,,
2023-12-27,Fracht Express,0,99.608,17
2023-12-27,Andere Kategorien,1,,107
2023-12-26,Andere Kategorien,7,,51
2023-12-25,Fracht Express,0,,
2023-12-22,Fracht Express,0,142.981,13
2023-12-22,Fracht Cargo,0,49.053,2
2023-12-21,Passagierverkehr,22020,0.554,169
2023-12-21,Fracht Cargo,0,,
2023-12-20,Passagierverkehr,19001,1.109,154
2023-12-20,Fracht Express,0,225.963,21
2023-12-19,Fracht Cargo,0,,
2023-12-18,Passagierverkehr,19234,2.897,167
2023-12-16,Fracht Express,0,41.655,2
2023-12-15,Passagierverkehr,22704,2.438,177
2023-12-13,Passagierverkehr,16671,1.805,147
2023-12-13,Fracht Express,0,205.673,17
2023-12-11,Passagierverkehr,19995,0.929,154
2023-12-11,Fracht Cargo,0,98.561,4
2023-12-10,Passagierverkehr,23650,1.015,171
2023-12-10,Fracht Express,0,,
2023-12-10,Fracht Cargo,0,,
2023-12-09,Passagierverkehr,18748,2.188,133
2023-12-09,Fracht Express,0,36.69,2
2023-12-08,Fracht Express,0,150.898,12
2023-12-08,Fracht Cargo,0,71.855,2
2023-12-06,Passagierverkehr,15333,1.595,128
2023-12-05,Passagierverkehr,16219,2.001,133
2023-12-05,Fracht Express,0,219.132,19
2023-12-05,Andere Kategorien,10,,32
2023-12-04,Fracht Cargo,0,98.234,6
2023-12-04,Andere Kategorien,6,,16
2023-12-03,Fracht Express,0,,
2023-12-03,Andere Kategorien,9,,66
2023-12-02,Passagierverkehr,17286,1.74,123
2023-12-02,Fracht Express,0,63.725,3
2023-12-01,Passagierverkehr,21361,2.275,150
2023-12-01,Andere Kategorien,7,,9
2024-01-31,Fracht Cargo,0,111.904,4
2024-01-30,Andere Kategorien,17,,82
2024-01-28,Passagierverkehr,17873,0.337,126
2024-01-27,Passagierverkehr,13212,2.909,103
2024-01-27,Fracht Express,0,25.253,2
2024-01-26,Fracht Cargo,0,63.793,2
2024-01-25,Passagierverkehr,10057,0.567,82
2024-01-25,Fracht Express,0,209.334,20
2024-01-25,Fracht Cargo,0,28.325,2
2024-01-24,Passagierverkehr,9096,0.721,78
2024-01-24,Fracht Express,0,188.336,18
2024-01-23,Fracht Cargo,0,,
2024-01-23,Andere Kategorien,6,,42
2024-01-22,Fracht Express,0,175.154,16
2024-01-20,Passagierverkehr,12967,1.085,104
2024-01-19,Passagierverkehr,14977,2.152,125
2024-01-19,Fracht Express,0,148.873,13
2024-01-19,Andere Kategorien,10,,94
2024-01-18,Fracht Cargo,0,28.603,3
2024-01-17,Fracht Express,0,184.312,17
2024-01-16,Passagierverkehr,8536,1.889,89
2024-01-16,Fracht Cargo,0,,
2024-01-14,Andere Kategorien,15,,51
2024-01-13,Fracht Express,0,27.717,2
2024-01-12,Fracht Express,0,144.423,12
2024-01-12,Fracht Cargo,0,57.983,2
2024-01-12,Andere Kategorien,9,,25
2024-01-11,Passagierverkehr,11574,1.522,106
2024-01-11,Andere Kategorien,1,,12
2024-01-10,Andere Kategorien,3,,11
2024-01-09,Passagierverkehr,10860,2.531,103
2024-01-09,Fracht Cargo,0,,
2024-01-08,Passagierverkehr,15603,2.004,142
2024-01-06,Fracht Cargo,0,48.099,2
2024-01-06,Andere Kategorien,10,,72
2024-01-05,Passagierverkehr,23361,7.888,185
2024-01-05,Andere Kategorien,0,,51
2024-01-04,Fracht Express,0,175.146,18
2024-01-04,Fracht Cargo,0,,
2024-01-02,Passagierverkehr,22144,0.878,160
2024-01-02,Fracht Cargo,0,75.056,2
2024-02-28,Andere Kategorien,10,,42
2024-02-26,Andere Kategorien,6,,55
2024-02-24,Passagierverkehr,21666,1.225,146
2024-02-23,Fracht Cargo,0,64.016,2
2024-02-22,Andere Kategorien,2,,19
2024-02-21,Fracht Express,0,169.505,16
2024-02-20,Fracht Cargo,0,,
2024-02-18,Fracht Cargo,0,,
2024-02-17,Passagierverkehr,22059,1.794,148
2024-02-17,Fracht Express,0,19.079,2
2024-02-17,Fracht Cargo,0,105.664,4
2024-02-17,Andere Kategorien,11,,53
2024-02-16,Passagierverkehr,23091,0.292,162
2024-02-16,Fracht Cargo,0,67.031,2
2024-02-16,Andere Kategorien,0,,73
2024-02-15,Fracht Express,0,171.748,19
2024-02-15,Andere Kategorien,14,,61
2024-02-14,Andere Kategorien,4,,49
